route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible
4-1048,_16PR2-H01M016A-Samedi-51,32800382-_16PR2-H01M016A-Samedi-51,"OTTAWA via TERRASSES CHAUDIÈRE",1,4450160,40119,1
4-1048,_16PR2-H01M016A-Samedi-51,32800383-_16PR2-H01M016A-Samedi-51,"Station Labrosse via Rapibus",0,4450160,40117,1
4-1048,_16PR2-H01M016A-Samedi-51,32800384-_16PR2-H01M016A-Samedi-51,"OTTAWA via TERRASSES CHAUDIÈRE",1,4450187,40119,1
4-1048,_16PR2-H01M016A-Samedi-51,32800385-_16PR2-H01M016A-Samedi-51,"Station Labrosse via Rapibus",0,4450221,40117,1
4-1048,_16PR2-H01M016A-Samedi-51,32800386-_16PR2-H01M016A-Samedi-51,"OTTAWA via TERRASSES CHAUDIÈRE",1,4450107,40119,1
4-1048,_16PR2-H01M016A-Samedi-51,32800387-_16PR2-H01M016A-Samedi-51,"Station Labrosse via Rapibus",0,4450109,40117,1
4-1048,_16PR2-H01M016A-Samedi-51,32800388-_16PR2-H01M016A-Samedi-51,"OTTAWA via TERRASSES CHAUDIÈRE",1,4450107,40119,1
4-1048,_16PR2-H01M016A-Samedi-51,32800389-_16PR2-H01M016A-Samedi-51,"Station Labrosse via Rapibus",0,4450158,40117,1
4-1048,_16PR2-H01M016A-Samedi-51,32800390-_16PR2-H01M016A-Samedi-51,"OTTAWA via TERRASSES CHAUDIÈRE",1,4450139,40119,1
4-1048,_16PR2-H01M016A-Samedi-51,32800391-_16PR2-H01M016A-Samedi-51,"Station Labrosse via Rapibus",0,4450225,40117,1
4-1048,_16PR2-H01M016A-Samedi-51,32800392-_16PR2-H01M016A-Samedi-51,"OTTAWA via TERRASSES CHAUDIÈRE",1,4450160,40119,1
4-1048,_16PR2-H01M016A-Samedi-51,32800393-_16PR2-H01M016A-Samedi-51,"Station Labrosse via Rapibus",0,4450230,40117,1
4-1048,_16PR2-H01M016A-Samedi-51,32800394-_16PR2-H01M016A-Samedi-51,"OTTAWA via TERRASSES CHAUDIÈRE",1,4450109,40119,1
4-1048,_16PR2-H01M016A-Samedi-51,32800395-_16PR2-H01M016A-Samedi-51,"Station Labrosse via Rapibus",0,4450190,40117,1
4-1048,_16PR2-H01M016A-Samedi-51,32800396-_16PR2-H01M016A-Samedi-51,"OTTAWA via TERRASSES CHAUDIÈRE",1,4450159,40119,1
4-1048,_16PR2-H01M016A-Samedi-51,32800397-_16PR2-H01M016A-Samedi-51,"Station Labrosse via Rapibus",0,4450250,40117,1
4-1048,_16PR2-H01M016A-Samedi-51,32800398-_16PR2-H01M016A-Samedi-51,"OTTAWA via TERRASSES CHAUDIÈRE",1,4450155,40119,1
4-1048,_16PR2-H01M016A-Samedi-51,32800399-_16PR2-H01M016A-Samedi-51,"Station Labrosse via Rapibus",0,4450184,40117,1
4-1048,_16PR2-H01M016A-Samedi-51,32800400-_16PR2-H01M016A-Samedi-51,"OTTAWA via TERRASSES CHAUDIÈRE",1,4450225,40119,1
4-1048,_16PR2-H01M016A-Samedi-51,32800401-_16PR2-H01M016A-Samedi-51,"Station Labrosse via Rapibus",0,4450230,40117,1
4-1048,_16PR2-H01M016A-Samedi-51,32800402-_16PR2-H01M016A-Samedi-51,"OTTAWA via TERRASSES CHAUDIÈRE",1,4450114,40119,1
4-1048,_16PR2-H01M016A-Samedi-51,32800403-_16PR2-H01M016A-Samedi-51,"Station Labrosse via Rapibus",0,4450224,40117,1
4-1048,_16PR2-H01M016A-Samedi-51,32800404-_16PR2-H01M016A-Samedi-51,"OTTAWA via TERRASSES CHAUDIÈRE",1,4450224,40119,1
4-1048,_16PR2-H01M016A-Samedi-51,32800405-_16PR2-H01M016A-Samedi-51,"OTTAWA via TERRASSES CHAUDIÈRE",1,4450224,40119,1
221-1048,_16PR2-H01M016I-Dimanche-01,32797905-_16PR2-H01M016I-Dimanche-01,"Casino du Lac-Leamy",0,4450025,2210116,0
221-1048,_16PR2-H01M016I-Dimanche-01,32797906-_16PR2-H01M016I-Dimanche-01,"Casino du Lac-Leamy",0,4450017,2210116,0
221-1048,_16PR2-H01M016I-Dimanche-01,32797907-_16PR2-H01M016I-Dimanche-01,"Casino du Lac-Leamy",0,4450053,2210116,0
221-1048,_16PR2-H01M016I-Dimanche-01,32797908-_16PR2-H01M016I-Dimanche-01,"Casino du Lac-Leamy",0,4450090,2210116,0
221-1048,_16PR2-H01M016I-Dimanche-01,32797909-_16PR2-H01M016I-Dimanche-01,"Casino du Lac-Leamy",0,4449990,2210116,0
221-1048,_16PR2-H01M016I-Dimanche-01,32797910-_16PR2-H01M016I-Dimanche-01,"Casino du Lac-Leamy",0,4450082,2210116,0
221-1048,_16PR2-H01M016I-Dimanche-01,32797911-_16PR2-H01M016I-Dimanche-01,"Casino du Lac-Leamy",0,4450028,2210116,0
221-1048,_16PR2-H01M016I-Dimanche-01,32797912-_16PR2-H01M016I-Dimanche-01,"Casino du Lac-Leamy",0,4450042,2210116,0
221-1048,_16PR2-H01M016I-Dimanche-01,32797913-_16PR2-H01M016I-Dimanche-01,"Casino du Lac-Leamy",0,4450093,2210116,0
221-1048,_16PR2-H01M016I-Dimanche-01,32797914-_16PR2-H01M016I-Dimanche-01,"Casino du Lac-Leamy",0,4450094,2210116,0
221-1048,_16PR2-H01M016I-Dimanche-01,32797915-_16PR2-H01M016I-Dimanche-01,"Casino du Lac-Leamy",0,4450026,2210116,0
221-1048,_16PR2-H01M016I-Dimanche-01,32797916-_16PR2-H01M016I-Dimanche-01,"Casino du Lac-Leamy",0,4450059,2210116,0
221-1048,_16PR2-H01M016I-Dimanche-01,32797917-_16PR2-H01M016I-Dimanche-01,"Casino du Lac-Leamy",0,4450031,2210116,1
221-1048,_16PR2-H01M016I-Dimanche-01,32797918-_16PR2-H01M016I-Dimanche-01,"Ottawa / Musée canadien de l'histoire",1,4450017,2210104,0
221-1048,_16PR2-H01M016I-Dimanche-01,32797919-_16PR2-H01M016I-Dimanche-01,"Ottawa / Musée canadien de l'histoire",1,4450053,2210104,0
221-1048,_16PR2-H01M016I-Dimanche-01,32797920-_16PR2-H01M016I-Dimanche-01,"Ottawa / Musée canadien de l'histoire",1,4450090,2210104,0
221-1048,_16PR2-H01M016I-Dimanche-01,32797921-_16PR2-H01M016I-Dimanche-01,"Ottawa / Musée canadien de l'histoire",1,4449990,2210104,0
221-1048,_16PR2-H01M016I-Dimanche-01,32797922-_16PR2-H01M016I-Dimanche-01,"Ottawa / Musée canadien de l'histoire",1,4450082,2210104,0
221-1048,_16PR2-H01M016I-Dimanche-01,32797923-_16PR2-H01M016I-Dimanche-01,"Ottawa / Musée canadien de l'histoire",1,4450028,2210104,0
221-1048,_16PR2-H01M016I-Dimanche-01,32797924-_16PR2-H01M016I-Dimanche-01,"Ottawa / Musée canadien de l'histoire",1,4450042,2210104,0
221-1048,_16PR2-H01M016I-Dimanche-01,32797925-_16PR2-H01M016I-Dimanche-01,"Ottawa / Musée canadien de l'histoire",1,4450093,2210104,0
221-1048,_16PR2-H01M016I-Dimanche-01,32797926-_16PR2-H01M016I-Dimanche-01,"Ottawa / Musée canadien de l'histoire",1,4450094,2210104,0
221-1048,_16PR2-H01M016I-Dimanche-01,32797927-_16PR2-H01M016I-Dimanche-01,"Ottawa / Musée canadien de l'histoire",1,4450026,2210104,0
221-1048,_16PR2-H01M016I-Dimanche-01,32797928-_16PR2-H01M016I-Dimanche-01,"Ottawa / Musée canadien de l'histoire",1,4450059,2210104,0
221-1048,_16PR2-H01M016I-Dimanche-01,32797929-_16PR2-H01M016I-Dimanche-01,"Ottawa / Musée canadien de l'histoire",1,4450031,2210104,1
221-1048,_16PR2-H01M016I-Dimanche-01,32797930-_16PR2-H01M016I-Dimanche-01,"Casino du Lac-Leamy",1,4450025,2210104,0
31-1048,_16PR2-H01M016I-Dimanche-01,32797931-_16PR2-H01M016I-Dimanche-01,"Ottawa via Alexandra",1,4449999,310177,1
31-1048,_16PR2-H01M016I-Dimanche-01,32797932-_16PR2-H01M016I-Dimanche-01,"Ottawa via Alexandra",1,4449998,310177,1
31-1048,_16PR2-H01M016I-Dimanche-01,32797933-_16PR2-H01M016I-Dimanche-01,"Ottawa via Alexandra",1,4449988,310177,1
31-1048,_16PR2-H01M016I-Dimanche-01,32797934-_16PR2-H01M016I-Dimanche-01,"Ottawa via Alexandra",1,4449996,310177,1
31-1048,_16PR2-H01M016I-Dimanche-01,32797935-_16PR2-H01M016I-Dimanche-01,"Ottawa via Alexandra",1,4450083,310177,1
31-1048,_16PR2-H01M016I-Dimanche-01,32797936-_16PR2-H01M016I-Dimanche-01,"Ottawa via Alexandra",1,4449995,310177,1
31-1048,_16PR2-H01M016I-Dimanche-01,32797937-_16PR2-H01M016I-Dimanche-01,"Ottawa via Alexandra",1,4450001,310177,1
31-1048,_16PR2-H01M016I-Dimanche-01,32797938-_16PR2-H01M016I-Dimanche-01,"Ottawa via Alexandra",1,4450074,310177,1
31-1048,_16PR2-H01M016I-Dimanche-01,32797939-_16PR2-H01M016I-Dimanche-01,"Ottawa via Alexandra",1,4449989,310177,1
31-1048,_16PR2-H01M016I-Dimanche-01,32797940-_16PR2-H01M016I-Dimanche-01,"Ottawa via Alexandra",1,4450089,310177,1
31-1048,_16PR2-H01M016I-Dimanche-01,32797941-_16PR2-H01M016I-Dimanche-01,"Ottawa via Alexandra",1,4450067,310177,1
31-1048,_16PR2-H01M016I-Dimanche-01,32797942-_16PR2-H01M016I-Dimanche-01,"Ottawa via Alexandra",1,4450065,310177,1
31-1048,_16PR2-H01M016I-Dimanche-01,32797943-_16PR2-H01M016I-Dimanche-01,"Ottawa via Alexandra",1,4450079,310177,1
31-1048,_16PR2-H01M016I-Dimanche-01,32797944-_16PR2-H01M016I-Dimanche-01,"Ottawa via Alexandra",1,4450039,310177,1
31-1048,_16PR2-H01M016I-Dimanche-01,32797945-_16PR2-H01M016I-Dimanche-01,"Ottawa via Alexandra",1,4450102,310177,1
31-1048,_16PR2-H01M016I-Dimanche-01,32797946-_16PR2-H01M016I-Dimanche-01,"Ottawa via Alexandra",1,4450068,310177,1
31-1048,_16PR2-H01M016I-Dimanche-01,32797947-_16PR2-H01M016I-Dimanche-01,"Ottawa via Alexandra",1,4450034,310177,1
431-1048,_16PR2-H01M016I-Dimanche-01,32797948-_16PR2-H01M016I-Dimanche-01,"Cgp GRoy via Riel",0,4449999,4310078,1
431-1048,_16PR2-H01M016I-Dimanche-01,32797949-_16PR2-H01M016I-Dimanche-01,"Cgp GRoy via Riel",0,4449995,4310078,1
431-1048,_16PR2-H01M016I-Dimanche-01,32797950-_16PR2-H01M016I-Dimanche-01,"Cgp GRoy via Riel",0,4450084,4310078,1
431-1048,_16PR2-H01M016I-Dimanche-01,32797951-_16PR2-H01M016I-Dimanche-01,"Cgp GRoy via Riel",0,4450054,4310078,1
431-1048,_16PR2-H01M016I-Dimanche-01,32797952-_16PR2-H01M016I-Dimanche-01,"Cgp GRoy via Riel",0,4450001,4310078,1
431-1048,_16PR2-H01M016I-Dimanche-01,32797953-_16PR2-H01M016I-Dimanche-01,"Cgp GRoy via Riel",0,4450012,4310078,1
431-1048,_16PR2-H01M016I-Dimanche-01,32797954-_16PR2-H01M016I-Dimanche-01,"Cgp GRoy via Riel",0,4450004,4310078,1
431-1048,_16PR2-H01M016I-Dimanche-01,32797955-_16PR2-H01M016I-Dimanche-01,"Cgp GRoy via Riel",0,4450064,4310078,1
431-1048,_16PR2-H01M016I-Dimanche-01,32797956-_16PR2-H01M016I-Dimanche-01,"Cgp GRoy via Riel",0,4450029,4310078,1
431-1048,_16PR2-H01M016I-Dimanche-01,32797957-_16PR2-H01M016I-Dimanche-01,"Cgp GRoy via Riel",0,4450069,4310078,1
431-1048,_16PR2-H01M016I-Dimanche-01,32797958-_16PR2-H01M016I-Dimanche-01,"Cgp GRoy via Riel",0,4450100,4310078,1
431-1048,_16PR2-H01M016I-Dimanche-01,32797959-_16PR2-H01M016I-Dimanche-01,"Cgp GRoy via Riel",0,4450031,4310078,1
431-1048,_16PR2-H01M016I-Dimanche-01,32797960-_16PR2-H01M016I-Dimanche-01,"Cgp GRoy via Riel",0,4450034,4310078,1
431-1048,_16PR2-H01M016I-Dimanche-01,32797961-_16PR2-H01M016I-Dimanche-01,"Cgp GRoy via Riel",0,4450051,4310078,1
431-1048,_16PR2-H01M016I-Dimanche-01,32797962-_16PR2-H01M016I-Dimanche-01,"Cgp GRoy via Riel",0,4450047,4310078,1
431-1048,_16PR2-H01M016I-Dimanche-01,32797963-_16PR2-H01M016I-Dimanche-01,"Cgp GRoy via Riel",0,4450046,4310078,1
431-1048,_16PR2-H01M016I-Dimanche-01,32797964-_16PR2-H01M016I-Dimanche-01,"Cgp GRoy via Riel",0,4450095,4310078,1
33-1048,_16PR2-H01M016I-Dimanche-01,32797965-_16PR2-H01M016I-Dimanche-01,"Ottawa via Cgp GRoy",1,4450084,330421,1
33-1048,_16PR2-H01M016I-Dimanche-01,32797966-_16PR2-H01M016I-Dimanche-01,"Ottawa via Cgp GRoy",1,4450054,330421,1
33-1048,_16PR2-H01M016I-Dimanche-01,32797967-_16PR2-H01M016I-Dimanche-01,"Ottawa via Cgp GRoy",1,4450001,330421,1
33-1048,_16PR2-H01M016I-Dimanche-01,32797968-_16PR2-H01M016I-Dimanche-01,"Ottawa via Cgp GRoy",1,4450012,330421,1
33-1048,_16PR2-H01M016I-Dimanche-01,32797969-_16PR2-H01M016I-Dimanche-01,"Ottawa via Cgp GRoy",1,4450004,330421,1
33-1048,_16PR2-H01M016I-Dimanche-01,32797970-_16PR2-H01M016I-Dimanche-01,"Ottawa via Cgp GRoy",1,4450064,330421,1
33-1048,_16PR2-H01M016I-Dimanche-01,32797971-_16PR2-H01M016I-Dimanche-01,"Ottawa via Cgp GRoy",1,4450029,330421,1
33-1048,_16PR2-H01M016I-Dimanche-01,32797972-_16PR2-H01M016I-Dimanche-01,"Ottawa via Cgp GRoy",1,4450069,330421,1
33-1048,_16PR2-H01M016I-Dimanche-01,32797973-_16PR2-H01M016I-Dimanche-01,"Ottawa via Cgp GRoy",1,4450100,330421,1
33-1048,_16PR2-H01M016I-Dimanche-01,32797974-_16PR2-H01M016I-Dimanche-01,"Ottawa via Cgp GRoy",1,4450031,330421,1
33-1048,_16PR2-H01M016I-Dimanche-01,32797975-_16PR2-H01M016I-Dimanche-01,"Ottawa via Cgp GRoy",1,4450034,330421,1
33-1048,_16PR2-H01M016I-Dimanche-01,32797976-_16PR2-H01M016I-Dimanche-01,"Ottawa via Cgp GRoy",1,4450051,330421,1
33-1048,_16PR2-H01M016I-Dimanche-01,32797977-_16PR2-H01M016I-Dimanche-01,"Station Cité via GRoy",0,4449996,330453,1
33-1048,_16PR2-H01M016I-Dimanche-01,32797978-_16PR2-H01M016I-Dimanche-01,"Station Cité via GRoy",0,4450083,330453,1
33-1048,_16PR2-H01M016I-Dimanche-01,32797979-_16PR2-H01M016I-Dimanche-01,"Station Cité via GRoy",0,4449995,330453,1
33-1048,_16PR2-H01M016I-Dimanche-01,32797980-_16PR2-H01M016I-Dimanche-01,"Station Cité via GRoy",0,4450001,330453,1
33-1048,_16PR2-H01M016I-Dimanche-01,32797981-_16PR2-H01M016I-Dimanche-01,"Station Cité via GRoy",0,4450074,330453,1
33-1048,_16PR2-H01M016I-Dimanche-01,32797982-_16PR2-H01M016I-Dimanche-01,"Station Cité via GRoy",0,4449989,330453,1
33-1048,_16PR2-H01M016I-Dimanche-01,32797983-_16PR2-H01M016I-Dimanche-01,"Station Cité via GRoy",0,4450089,330453,1
33-1048,_16PR2-H01M016I-Dimanche-01,32797984-_16PR2-H01M016I-Dimanche-01,"Station Cité via GRoy",0,4450067,330453,1
33-1048,_16PR2-H01M016I-Dimanche-01,32797985-_16PR2-H01M016I-Dimanche-01,"Station Cité via GRoy",0,4450065,330453,1
33-1048,_16PR2-H01M016I-Dimanche-01,32797986-_16PR2-H01M016I-Dimanche-01,"Station Cité via GRoy",0,4450079,330453,1
33-1048,_16PR2-H01M016I-Dimanche-01,32797987-_16PR2-H01M016I-Dimanche-01,"Station Cité via GRoy",0,4450039,330453,1
33-1048,_16PR2-H01M016I-Dimanche-01,32797988-_16PR2-H01M016I-Dimanche-01,"Ottawa via Cgp GRoy",1,4449995,330421,1
33-1048,_16PR2-H01M016I-Dimanche-01,32797989-_16PR2-H01M016I-Dimanche-01,"Ottawa via Cgp GRoy",1,4450047,330421,1
33-1048,_16PR2-H01M016I-Dimanche-01,32797990-_16PR2-H01M016I-Dimanche-01,"Ottawa via Cgp GRoy",1,4450046,330421,1
33-1048,_16PR2-H01M016I-Dimanche-01,32797991-_16PR2-H01M016I-Dimanche-01,"Ottawa via Cgp GRoy",1,4450095,330421,1
33-1048,_16PR2-H01M016I-Dimanche-01,32797992-_16PR2-H01M016I-Dimanche-01,"Station Cité via GRoy",0,4449988,330453,1
33-1048,_16PR2-H01M016I-Dimanche-01,32797993-_16PR2-H01M016I-Dimanche-01,"Station Cité via GRoy",0,4450102,330453,1
33-1048,_16PR2-H01M016I-Dimanche-01,32797994-_16PR2-H01M016I-Dimanche-01,"Station Cité via GRoy",0,4450068,330453,1
33-1048,_16PR2-H01M016I-Dimanche-01,32797995-_16PR2-H01M016I-Dimanche-01,"Station Cité via GRoy",0,4450034,330453,1
37-1048,_16PR2-H01M016I-Dimanche-01,32797996-_16PR2-H01M016I-Dimanche-01,"Ottawa via Portage",1,4449992,370322,1
37-1048,_16PR2-H01M016I-Dimanche-01,32797997-_16PR2-H01M016I-Dimanche-01,"Ottawa via Portage",1,4450005,370322,1
37-1048,_16PR2-H01M016I-Dimanche-01,32797998-_16PR2-H01M016I-Dimanche-01,"Ottawa via Portage",1,4449999,370322,1
37-1048,_16PR2-H01M016I-Dimanche-01,32797999-_16PR2-H01M016I-Dimanche-01,"Ottawa via Portage",1,4450010,370322,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798000-_16PR2-H01M016I-Dimanche-01,"Ottawa via Portage",1,4449995,370322,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798001-_16PR2-H01M016I-Dimanche-01,"Ottawa via Portage",1,4450096,370322,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798002-_16PR2-H01M016I-Dimanche-01,"Ottawa via Portage",1,4450054,370322,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798003-_16PR2-H01M016I-Dimanche-01,"Ottawa via Portage",1,4450096,370322,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798004-_16PR2-H01M016I-Dimanche-01,"Ottawa via Portage",1,4450012,370322,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798005-_16PR2-H01M016I-Dimanche-01,"Ottawa via Portage",1,4450096,370322,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798006-_16PR2-H01M016I-Dimanche-01,"Ottawa via Portage",1,4450064,370322,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798007-_16PR2-H01M016I-Dimanche-01,"Ottawa via Portage",1,4450029,370322,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798008-_16PR2-H01M016I-Dimanche-01,"Ottawa via Portage",1,4450098,370322,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798009-_16PR2-H01M016I-Dimanche-01,"Ottawa via Portage",1,4450100,370322,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798010-_16PR2-H01M016I-Dimanche-01,"Ottawa via Portage",1,4450031,370322,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798011-_16PR2-H01M016I-Dimanche-01,"Ottawa via Portage",1,4450034,370322,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798012-_16PR2-H01M016I-Dimanche-01,"Ottawa via Portage",1,4450051,370322,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798013-_16PR2-H01M016I-Dimanche-01,"Ottawa via Portage",1,4450047,370322,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798014-_16PR2-H01M016I-Dimanche-01,"Cegep Gabrielle-Roy via St-Joseph",0,4449998,370315,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798015-_16PR2-H01M016I-Dimanche-01,"Cegep Gabrielle-Roy via St-Joseph",0,4449988,370315,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798016-_16PR2-H01M016I-Dimanche-01,"Cegep Gabrielle-Roy via St-Joseph",0,4449996,370315,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798017-_16PR2-H01M016I-Dimanche-01,"Cegep Gabrielle-Roy via St-Joseph",0,4450083,370315,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798018-_16PR2-H01M016I-Dimanche-01,"Cegep Gabrielle-Roy via St-Joseph",0,4449995,370315,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798019-_16PR2-H01M016I-Dimanche-01,"Cegep Gabrielle-Roy via St-Joseph",0,4450096,370315,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798020-_16PR2-H01M016I-Dimanche-01,"Cegep Gabrielle-Roy via St-Joseph",0,4450085,370315,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798021-_16PR2-H01M016I-Dimanche-01,"Cegep Gabrielle-Roy via St-Joseph",0,4450096,370315,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798022-_16PR2-H01M016I-Dimanche-01,"Cegep Gabrielle-Roy via St-Joseph",0,4450012,370315,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798023-_16PR2-H01M016I-Dimanche-01,"Cegep Gabrielle-Roy via St-Joseph",0,4450067,370315,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798024-_16PR2-H01M016I-Dimanche-01,"Cegep Gabrielle-Roy via St-Joseph",0,4450098,370315,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798025-_16PR2-H01M016I-Dimanche-01,"Cegep Gabrielle-Roy via St-Joseph",0,4450029,370315,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798026-_16PR2-H01M016I-Dimanche-01,"Cegep Gabrielle-Roy via St-Joseph",0,4450039,370315,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798027-_16PR2-H01M016I-Dimanche-01,"Cegep Gabrielle-Roy via St-Joseph",0,4450102,370315,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798028-_16PR2-H01M016I-Dimanche-01,"Cegep Gabrielle-Roy via St-Joseph",0,4450068,370315,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798029-_16PR2-H01M016I-Dimanche-01,"Cegep Gabrielle-Roy via St-Joseph",0,4450034,370315,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798030-_16PR2-H01M016I-Dimanche-01,"Cegep Gabrielle-Roy via St-Joseph",0,4450063,370315,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798031-_16PR2-H01M016I-Dimanche-01,"Cegep Gabrielle-Roy via St-Joseph",0,4450047,370315,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798032-_16PR2-H01M016I-Dimanche-01,"Ottawa via Portage",1,4449989,370322,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798033-_16PR2-H01M016I-Dimanche-01,"Ottawa via Portage",1,4450006,370322,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798034-_16PR2-H01M016I-Dimanche-01,"Ottawa via Portage",1,4449999,370322,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798035-_16PR2-H01M016I-Dimanche-01,"Ottawa via Portage",1,4450087,370322,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798036-_16PR2-H01M016I-Dimanche-01,"Ottawa via Portage",1,4450027,370322,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798037-_16PR2-H01M016I-Dimanche-01,"Ottawa via Portage",1,4450021,370322,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798038-_16PR2-H01M016I-Dimanche-01,"Ottawa via Portage",1,4450068,370322,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798039-_16PR2-H01M016I-Dimanche-01,"Cegep Gabrielle-Roy via St-Joseph",0,4449999,370315,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798040-_16PR2-H01M016I-Dimanche-01,"Cegep Gabrielle-Roy via St-Joseph",0,4449982,370315,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798041-_16PR2-H01M016I-Dimanche-01,"Cegep Gabrielle-Roy via St-Joseph",0,4449999,370315,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798042-_16PR2-H01M016I-Dimanche-01,"Cegep Gabrielle-Roy via St-Joseph",0,4450089,370315,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798043-_16PR2-H01M016I-Dimanche-01,"Cegep Gabrielle-Roy via St-Joseph",0,4450027,370315,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798044-_16PR2-H01M016I-Dimanche-01,"Cegep Gabrielle-Roy via St-Joseph",0,4450088,370315,1
37-1048,_16PR2-H01M016I-Dimanche-01,32798045-_16PR2-H01M016I-Dimanche-01,"Cegep Gabrielle-Roy via St-Joseph",0,4450047,370315,1
39-1048,_16PR2-H01M016I-Dimanche-01,32798046-_16PR2-H01M016I-Dimanche-01,"Freeman via Plateau",0,4450060,390496,0
39-1048,_16PR2-H01M016I-Dimanche-01,32798047-_16PR2-H01M016I-Dimanche-01,"Freeman via Plateau",0,4450054,390496,1
49-1048,_16PR2-H01M016I-Dimanche-01,32798048-_16PR2-H01M016I-Dimanche-01,"Cegep Gabrielle-Roy via Plateau",0,4450055,490268,0
49-1048,_16PR2-H01M016I-Dimanche-01,32798049-_16PR2-H01M016I-Dimanche-01,"Cegep Gabrielle-Roy via Plateau",0,4450065,490268,1
49-1048,_16PR2-H01M016I-Dimanche-01,32798050-_16PR2-H01M016I-Dimanche-01,"Gamelin/Émond",0,4449992,490268,1
49-1048,_16PR2-H01M016I-Dimanche-01,32798051-_16PR2-H01M016I-Dimanche-01,"Gamelin/Émond",0,4449998,490268,1
49-1048,_16PR2-H01M016I-Dimanche-01,32798052-_16PR2-H01M016I-Dimanche-01,"Gamelin/Émond",0,4449997,490268,0
49-1048,_16PR2-H01M016I-Dimanche-01,32798053-_16PR2-H01M016I-Dimanche-01,"Gamelin/Émond",0,4450017,490268,0
49-1048,_16PR2-H01M016I-Dimanche-01,32798054-_16PR2-H01M016I-Dimanche-01,"Rivermead via Plateau",1,4449997,490274,0
49-1048,_16PR2-H01M016I-Dimanche-01,32798055-_16PR2-H01M016I-Dimanche-01,"Rivermead via Plateau",1,4449994,490274,0
49-1048,_16PR2-H01M016I-Dimanche-01,32798056-_16PR2-H01M016I-Dimanche-01,"Rivermead via Plateau",1,4449992,490274,1
49-1048,_16PR2-H01M016I-Dimanche-01,32798057-_16PR2-H01M016I-Dimanche-01,"Rivermead via Plateau",1,4449998,490274,1
49-1048,_16PR2-H01M016I-Dimanche-01,32798058-_16PR2-H01M016I-Dimanche-01,"Rivermead via Plateau",1,4449997,490274,0
49-1048,_16PR2-H01M016I-Dimanche-01,32798059-_16PR2-H01M016I-Dimanche-01,"Rivermead via Plateau",1,4450100,490274,1
49-1048,_16PR2-H01M016I-Dimanche-01,32798060-_16PR2-H01M016I-Dimanche-01,"Rivermead via Plateau",1,4450078,490274,0
49-1048,_16PR2-H01M016I-Dimanche-01,32798061-_16PR2-H01M016I-Dimanche-01,"Rivermead via Plateau",1,4450088,490274,1
221-1048,_16PR2-H01M016I-Dimanche-01,32798062-_16PR2-H01M016I-Dimanche-01,"Casino du Lac-Leamy",0,4449987,2210116,0
221-1048,_16PR2-H01M016I-Dimanche-01,32798063-_16PR2-H01M016I-Dimanche-01,"Casino du Lac-Leamy",1,4449987,2210104,0
221-1048,_16PR2-H01M016I-Dimanche-01,32798064-_16PR2-H01M016I-Dimanche-01,"Casino du Lac-Leamy",0,4449991,2210116,0
