route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible
59-1048,_16PR2-H01M016A-Samedi-01,32796300-_16PR2-H01M016A-Samedi-01,"P-O-B RIVERMEAD",0,4449882,590433,0
52-1048,_16PR2-H01M016A-Samedi-01,32796301-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",0,4449882,520118,0
51-1048,_16PR2-H01M016A-Samedi-01,32796302-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",1,4449882,510121,0
49-1048,_16PR2-H01M016A-Samedi-01,32796303-_16PR2-H01M016A-Samedi-01,"Cegep Gabrielle-Roy via Plateau",0,4449910,490268,1
39-1048,_16PR2-H01M016A-Samedi-01,32796304-_16PR2-H01M016A-Samedi-01,"PLATEAU/OTTAWA via PORTAGE",1,4449867,390503,0
51-1048,_16PR2-H01M016A-Samedi-01,32796305-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",0,4449920,510134,0
52-1048,_16PR2-H01M016A-Samedi-01,32796306-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",1,4449920,520106,0
49-1048,_16PR2-H01M016A-Samedi-01,32796307-_16PR2-H01M016A-Samedi-01,"Cegep Gabrielle-Roy via Plateau",0,4449920,490268,0
49-1048,_16PR2-H01M016A-Samedi-01,32796308-_16PR2-H01M016A-Samedi-01,"Rivermead via Plateau",1,4449920,490274,0
59-1048,_16PR2-H01M016A-Samedi-01,32796309-_16PR2-H01M016A-Samedi-01,"P-O-B RIVERMEAD",0,4449954,590433,1
59-1048,_16PR2-H01M016A-Samedi-01,32796311-_16PR2-H01M016A-Samedi-01,"P-O-B RIVERMEAD",0,4449954,590433,1
51-1048,_16PR2-H01M016A-Samedi-01,32796312-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",0,4449954,510134,1
52-1048,_16PR2-H01M016A-Samedi-01,32796313-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",1,4449954,520106,1
59-1048,_16PR2-H01M016A-Samedi-01,32796314-_16PR2-H01M016A-Samedi-01,"OTTAWA via PORTAGE",1,4449954,590439,1
37-1048,_16PR2-H01M016A-Samedi-01,32796316-_16PR2-H01M016A-Samedi-01,"Cegep Gabrielle-Roy via St-Joseph",0,4449954,370315,1
257-1048,_16PR2-H01M016A-Samedi-01,32796317-_16PR2-H01M016A-Samedi-01,"P-O-B RIVERMEAD via TERRASSES CHAUDIÈRE",1,4449920,2570119,0
51-1048,_16PR2-H01M016A-Samedi-01,32796319-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",1,4449839,510121,1
59-1048,_16PR2-H01M016A-Samedi-01,32796320-_16PR2-H01M016A-Samedi-01,"OTTAWA via PORTAGE",1,4449839,590439,1
59-1048,_16PR2-H01M016A-Samedi-01,32796322-_16PR2-H01M016A-Samedi-01,"P-O-B RIVERMEAD",0,4449839,590433,1
51-1048,_16PR2-H01M016A-Samedi-01,32796323-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",0,4449839,510134,1
52-1048,_16PR2-H01M016A-Samedi-01,32796324-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",1,4449839,520106,1
49-1048,_16PR2-H01M016A-Samedi-01,32796325-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",0,4449839,490268,1
49-1048,_16PR2-H01M016A-Samedi-01,32796326-_16PR2-H01M016A-Samedi-01,"Rivermead via Plateau",1,4449887,490274,1
59-1048,_16PR2-H01M016A-Samedi-01,32796327-_16PR2-H01M016A-Samedi-01,"OTTAWA via PORTAGE",1,4449866,590439,1
4-1048,_16PR2-H01M016A-Samedi-01,32796328-_16PR2-H01M016A-Samedi-01,"Station Labrosse via Rapibus",0,4449872,40117,1
4-1048,_16PR2-H01M016A-Samedi-01,32796329-_16PR2-H01M016A-Samedi-01,"OTTAWA via TERRASSES CHAUDIÈRE",1,4449935,40119,1
49-1048,_16PR2-H01M016A-Samedi-01,32796330-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",1,4449839,490274,1
51-1048,_16PR2-H01M016A-Samedi-01,32796340-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",1,4449819,510121,0
52-1048,_16PR2-H01M016A-Samedi-01,32796341-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",0,4449819,520118,0
51-1048,_16PR2-H01M016A-Samedi-01,32796342-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",1,4449819,510121,0
59-1048,_16PR2-H01M016A-Samedi-01,32796343-_16PR2-H01M016A-Samedi-01,"OTTAWA via PORTAGE",1,4449819,590439,0
49-1048,_16PR2-H01M016A-Samedi-01,32796345-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",0,4449820,490268,1
37-1048,_16PR2-H01M016A-Samedi-01,32796346-_16PR2-H01M016A-Samedi-01,"Ottawa via Portage",1,4449820,370322,1
52-1048,_16PR2-H01M016A-Samedi-01,32796348-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",0,4449828,520118,1
51-1048,_16PR2-H01M016A-Samedi-01,32796349-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",1,4449828,510121,1
49-1048,_16PR2-H01M016A-Samedi-01,32796350-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",0,4449828,490268,1
37-1048,_16PR2-H01M016A-Samedi-01,32796351-_16PR2-H01M016A-Samedi-01,"Ottawa via Portage",1,4449828,370322,1
39-1048,_16PR2-H01M016A-Samedi-01,32796352-_16PR2-H01M016A-Samedi-01,"Freeman via Plateau",0,4449878,390496,0
257-1048,_16PR2-H01M016A-Samedi-01,32796353-_16PR2-H01M016A-Samedi-01,"P-O-B RIVERMEAD via TERRASSES CHAUDIÈRE",1,4449828,2570119,1
431-1048,_16PR2-H01M016A-Samedi-01,32796354-_16PR2-H01M016A-Samedi-01,"Cgp GRoy via Riel",0,4449853,4310078,1
37-1048,_16PR2-H01M016A-Samedi-01,32796355-_16PR2-H01M016A-Samedi-01,"Ottawa via Portage",1,4449853,370322,1
59-1048,_16PR2-H01M016A-Samedi-01,32796356-_16PR2-H01M016A-Samedi-01,"P-O-B RIVERMEAD",0,4449857,590433,0
51-1048,_16PR2-H01M016A-Samedi-01,32796357-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",0,4449857,510134,0
52-1048,_16PR2-H01M016A-Samedi-01,32796358-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",1,4449857,520106,0
52-1048,_16PR2-H01M016A-Samedi-01,32796359-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",0,4449849,520118,1
51-1048,_16PR2-H01M016A-Samedi-01,32796360-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",1,4449849,510121,1
49-1048,_16PR2-H01M016A-Samedi-01,32796361-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",0,4449849,490268,1
37-1048,_16PR2-H01M016A-Samedi-01,32796362-_16PR2-H01M016A-Samedi-01,"Ottawa via Portage",1,4449849,370322,1
33-1048,_16PR2-H01M016A-Samedi-01,32796363-_16PR2-H01M016A-Samedi-01,"Ottawa via Cgp GRoy",1,4449853,330421,1
31-1048,_16PR2-H01M016A-Samedi-01,32796364-_16PR2-H01M016A-Samedi-01,"Ottawa via Alexandra",1,4449844,310187,1
4-1048,_16PR2-H01M016A-Samedi-01,32796365-_16PR2-H01M016A-Samedi-01,"Station Labrosse via Rapibus",0,4449824,40117,1
4-1048,_16PR2-H01M016A-Samedi-01,32796366-_16PR2-H01M016A-Samedi-01,"OTTAWA via TERRASSES CHAUDIÈRE",1,4449868,40119,1
4-1048,_16PR2-H01M016A-Samedi-01,32796367-_16PR2-H01M016A-Samedi-01,"Station Labrosse via Rapibus",0,4449868,40117,1
4-1048,_16PR2-H01M016A-Samedi-01,32796368-_16PR2-H01M016A-Samedi-01,"OTTAWA via TERRASSES CHAUDIÈRE",1,4449868,40119,1
59-1048,_16PR2-H01M016A-Samedi-01,32796369-_16PR2-H01M016A-Samedi-01,"P-O-B RIVERMEAD",0,4449866,590433,1
51-1048,_16PR2-H01M016A-Samedi-01,32796370-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",0,4449866,510134,1
52-1048,_16PR2-H01M016A-Samedi-01,32796371-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",1,4449866,520106,1
49-1048,_16PR2-H01M016A-Samedi-01,32796372-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",0,4449866,490268,1
37-1048,_16PR2-H01M016A-Samedi-01,32796373-_16PR2-H01M016A-Samedi-01,"Ottawa via Portage",1,4449845,370322,1
265-1048,_16PR2-H01M016A-Samedi-01,32796374-_16PR2-H01M016A-Samedi-01,"Station La Cité via E.-Gaboury",0,4449928,2650129,1
257-1048,_16PR2-H01M016A-Samedi-01,32796375-_16PR2-H01M016A-Samedi-01,"P-O-B RIVERMEAD via TERRASSES CHAUDIÈRE",1,4449928,2570119,1
51-1048,_16PR2-H01M016A-Samedi-01,32796376-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",0,4449928,510134,1
52-1048,_16PR2-H01M016A-Samedi-01,32796377-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",1,4449928,520106,1
49-1048,_16PR2-H01M016A-Samedi-01,32796378-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",0,4449928,490268,1
37-1048,_16PR2-H01M016A-Samedi-01,32796379-_16PR2-H01M016A-Samedi-01,"Ottawa via Portage",1,4449928,370322,1
39-1048,_16PR2-H01M016A-Samedi-01,32796381-_16PR2-H01M016A-Samedi-01,"Freeman via Plateau",0,4449928,390496,1
221-1048,_16PR2-H01M016A-Samedi-01,32796382-_16PR2-H01M016A-Samedi-01,"Ottawa / Musée canadien de l'histoire",1,4449928,2210104,1
221-1048,_16PR2-H01M016A-Samedi-01,32796383-_16PR2-H01M016A-Samedi-01,"Casino du Lac-Leamy",0,4449928,2210116,1
264-1048,_16PR2-H01M016A-Samedi-01,32796384-_16PR2-H01M016A-Samedi-01,"Station La Gappe via Cannes",1,4449928,2640076,1
49-1048,_16PR2-H01M016A-Samedi-01,32796385-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",0,4449846,490268,0
49-1048,_16PR2-H01M016A-Samedi-01,32796386-_16PR2-H01M016A-Samedi-01,"Rivermead via Plateau",1,4449846,490274,0
53-1048,_16PR2-H01M016A-Samedi-01,32796387-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",0,4449846,530083,0
51-1048,_16PR2-H01M016A-Samedi-01,32796388-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",1,4449846,510121,0
257-1048,_16PR2-H01M016A-Samedi-01,32796389-_16PR2-H01M016A-Samedi-01,"STATION LA CITÉ via TERRASSES CHAUDIÈRE",0,4449846,2570120,0
276-1048,_16PR2-H01M016A-Samedi-01,32796390-_16PR2-H01M016A-Samedi-01,"Station Labrosse via La Vérendrye",0,4449842,2760038,1
277-1048,_16PR2-H01M016A-Samedi-01,32796391-_16PR2-H01M016A-Samedi-01,"CHEVAL-BLANC via ST-RENÉ",0,4449842,2770108,1
278-1048,_16PR2-H01M016A-Samedi-01,32796392-_16PR2-H01M016A-Samedi-01,"Station Labrosse via Ste-Rose",1,4449842,2780039,1
276-1048,_16PR2-H01M016A-Samedi-01,32796393-_16PR2-H01M016A-Samedi-01,"Station La Cité via La Vérendrye",1,4449842,2760039,1
33-1048,_16PR2-H01M016A-Samedi-01,32796394-_16PR2-H01M016A-Samedi-01,"Ottawa via Cgp GRoy",1,4449842,330421,1
431-1048,_16PR2-H01M016A-Samedi-01,32796395-_16PR2-H01M016A-Samedi-01,"Cgp GRoy via Riel",0,4449842,4310078,1
52-1048,_16PR2-H01M016A-Samedi-01,32796396-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",1,4449846,520106,0
37-1048,_16PR2-H01M016A-Samedi-01,32796398-_16PR2-H01M016A-Samedi-01,"Cegep Gabrielle-Roy via St-Joseph",0,4449856,370315,1
49-1048,_16PR2-H01M016A-Samedi-01,32796399-_16PR2-H01M016A-Samedi-01,"Rivermead via Plateau",1,4449856,490274,1
53-1048,_16PR2-H01M016A-Samedi-01,32796400-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",0,4449856,530083,1
52-1048,_16PR2-H01M016A-Samedi-01,32796401-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",1,4449826,520106,1
59-1048,_16PR2-H01M016A-Samedi-01,32796402-_16PR2-H01M016A-Samedi-01,"OTTAWA via PORTAGE",1,4449826,590439,1
59-1048,_16PR2-H01M016A-Samedi-01,32796403-_16PR2-H01M016A-Samedi-01,"P-O-B RIVERMEAD",0,4449841,590433,1
51-1048,_16PR2-H01M016A-Samedi-01,32796404-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",0,4449841,510134,1
52-1048,_16PR2-H01M016A-Samedi-01,32796405-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",1,4449841,520106,1
257-1048,_16PR2-H01M016A-Samedi-01,32796406-_16PR2-H01M016A-Samedi-01,"STATION LA CITÉ via TERRASSES CHAUDIÈRE",0,4449841,2570120,1
75-1048,_16PR2-H01M016A-Samedi-01,32796407-_16PR2-H01M016A-Samedi-01,"Lorrain/La Vérendrye via Notre-Dame",0,4449920,750002,0
75-1048,_16PR2-H01M016A-Samedi-01,32796408-_16PR2-H01M016A-Samedi-01,"Station La Cité via Notre-Dame",1,4449920,750001,0
39-1048,_16PR2-H01M016A-Samedi-01,32796409-_16PR2-H01M016A-Samedi-01,"PLATEAU/OTTAWA via PORTAGE",1,4449856,390503,1
257-1048,_16PR2-H01M016A-Samedi-01,32796410-_16PR2-H01M016A-Samedi-01,"STATION LA CITÉ via TERRASSES CHAUDIÈRE",0,4449922,2570120,1
276-1048,_16PR2-H01M016A-Samedi-01,32796411-_16PR2-H01M016A-Samedi-01,"Station Labrosse via La Vérendrye",0,4449922,2760038,1
49-1048,_16PR2-H01M016A-Samedi-01,32796412-_16PR2-H01M016A-Samedi-01,"Rivermead via Plateau",1,4449922,490274,1
51-1048,_16PR2-H01M016A-Samedi-01,32796413-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",0,4449859,510134,1
52-1048,_16PR2-H01M016A-Samedi-01,32796414-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",1,4449859,520106,1
59-1048,_16PR2-H01M016A-Samedi-01,32796415-_16PR2-H01M016A-Samedi-01,"OTTAWA via PORTAGE",1,4449859,590439,1
39-1048,_16PR2-H01M016A-Samedi-01,32796417-_16PR2-H01M016A-Samedi-01,"Freeman via Plateau",0,4449859,390496,1
49-1048,_16PR2-H01M016A-Samedi-01,32796418-_16PR2-H01M016A-Samedi-01,"Rivermead via Plateau",1,4449859,490274,1
37-1048,_16PR2-H01M016A-Samedi-01,32796420-_16PR2-H01M016A-Samedi-01,"Cegep Gabrielle-Roy via St-Joseph",0,4449945,370315,1
49-1048,_16PR2-H01M016A-Samedi-01,32796421-_16PR2-H01M016A-Samedi-01,"Rivermead via Plateau",1,4449945,490274,1
257-1048,_16PR2-H01M016A-Samedi-01,32796422-_16PR2-H01M016A-Samedi-01,"STATION LA CITÉ via TERRASSES CHAUDIÈRE",0,4449945,2570120,1
276-1048,_16PR2-H01M016A-Samedi-01,32796423-_16PR2-H01M016A-Samedi-01,"Station Labrosse via La Vérendrye",0,4449945,2760038,1
297-1048,_16PR2-H01M016A-Samedi-01,32796424-_16PR2-H01M016A-Samedi-01,"MASSON via MALONEY/ANGERS/BUCKINGHAM",0,4449945,2970048,1
297-1048,_16PR2-H01M016A-Samedi-01,32796425-_16PR2-H01M016A-Samedi-01,"STATION LABROSSE via BUCKINGHAM/ANGERS/MALONEY",1,4449945,2970049,1
278-1048,_16PR2-H01M016A-Samedi-01,32796426-_16PR2-H01M016A-Samedi-01,"Cheval-Blanc via Ste-Rose",0,4449945,2780040,1
277-1048,_16PR2-H01M016A-Samedi-01,32796427-_16PR2-H01M016A-Samedi-01,"Station Labrosse via St-René",1,4449945,2770109,1
271-1048,_16PR2-H01M016A-Samedi-01,32796428-_16PR2-H01M016A-Samedi-01,"Station La Cité via Davidson",1,4449945,2710052,1
39-1048,_16PR2-H01M016A-Samedi-01,32796429-_16PR2-H01M016A-Samedi-01,"PLATEAU/OTTAWA via PORTAGE",1,4449945,390503,1
221-1048,_16PR2-H01M016A-Samedi-01,32796430-_16PR2-H01M016A-Samedi-01,"Casino du Lac-Leamy",0,4449917,2210116,1
39-1048,_16PR2-H01M016A-Samedi-01,32796431-_16PR2-H01M016A-Samedi-01,"PLATEAU/OTTAWA via PORTAGE",1,4449917,390503,1
37-1048,_16PR2-H01M016A-Samedi-01,32796433-_16PR2-H01M016A-Samedi-01,"Cegep Gabrielle-Roy via St-Joseph",0,4449917,370315,1
49-1048,_16PR2-H01M016A-Samedi-01,32796434-_16PR2-H01M016A-Samedi-01,"Rivermead via Plateau",1,4449917,490274,1
51-1048,_16PR2-H01M016A-Samedi-01,32796435-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",0,4449917,510134,1
52-1048,_16PR2-H01M016A-Samedi-01,32796436-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",1,4449917,520106,1
257-1048,_16PR2-H01M016A-Samedi-01,32796437-_16PR2-H01M016A-Samedi-01,"STATION LA CITÉ via TERRASSES CHAUDIÈRE",0,4449917,2570120,1
276-1048,_16PR2-H01M016A-Samedi-01,32796438-_16PR2-H01M016A-Samedi-01,"Station Labrosse via La Vérendrye",0,4449917,2760038,1
271-1048,_16PR2-H01M016A-Samedi-01,32796439-_16PR2-H01M016A-Samedi-01,"Station La Cité via Davidson",1,4449917,2710052,1
221-1048,_16PR2-H01M016A-Samedi-01,32796440-_16PR2-H01M016A-Samedi-01,"Ottawa / Musée canadien de l'histoire",1,4449917,2210104,1
257-1048,_16PR2-H01M016A-Samedi-01,32796441-_16PR2-H01M016A-Samedi-01,"STATION LA CITÉ via TERRASSES CHAUDIÈRE",0,4449842,2570120,1
257-1048,_16PR2-H01M016A-Samedi-01,32796442-_16PR2-H01M016A-Samedi-01,"P-O-B RIVERMEAD via TERRASSES CHAUDIÈRE",1,4449842,2570119,1
49-1048,_16PR2-H01M016A-Samedi-01,32796443-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",0,4449834,490268,1
31-1048,_16PR2-H01M016A-Samedi-01,32796444-_16PR2-H01M016A-Samedi-01,"Ottawa via Alexandra",1,4449834,310177,1
33-1048,_16PR2-H01M016A-Samedi-01,32796445-_16PR2-H01M016A-Samedi-01,"Station Cité via GRoy",0,4449834,330453,1
257-1048,_16PR2-H01M016A-Samedi-01,32796446-_16PR2-H01M016A-Samedi-01,"P-O-B RIVERMEAD via TERRASSES CHAUDIÈRE",1,4449834,2570119,1
52-1048,_16PR2-H01M016A-Samedi-01,32796447-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",0,4449834,520118,1
51-1048,_16PR2-H01M016A-Samedi-01,32796448-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",1,4449834,510121,1
59-1048,_16PR2-H01M016A-Samedi-01,32796449-_16PR2-H01M016A-Samedi-01,"OTTAWA via PORTAGE",1,4449834,590439,1
52-1048,_16PR2-H01M016A-Samedi-01,32796450-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",1,4449838,520106,0
221-1048,_16PR2-H01M016A-Samedi-01,32796451-_16PR2-H01M016A-Samedi-01,"Casino du Lac-Leamy",0,4449847,2210116,0
39-1048,_16PR2-H01M016A-Samedi-01,32796452-_16PR2-H01M016A-Samedi-01,"PLATEAU/OTTAWA via PORTAGE",1,4449921,390503,1
37-1048,_16PR2-H01M016A-Samedi-01,32796454-_16PR2-H01M016A-Samedi-01,"Cegep Gabrielle-Roy via St-Joseph",0,4449921,370315,1
49-1048,_16PR2-H01M016A-Samedi-01,32796455-_16PR2-H01M016A-Samedi-01,"Rivermead via Plateau",1,4449923,490274,0
51-1048,_16PR2-H01M016A-Samedi-01,32796456-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",0,4449923,510134,0
52-1048,_16PR2-H01M016A-Samedi-01,32796457-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",1,4449923,520106,0
59-1048,_16PR2-H01M016A-Samedi-01,32796458-_16PR2-H01M016A-Samedi-01,"OTTAWA via PORTAGE",1,4449907,590439,1
59-1048,_16PR2-H01M016A-Samedi-01,32796459-_16PR2-H01M016A-Samedi-01,"P-O-B RIVERMEAD",0,4449871,590433,1
59-1048,_16PR2-H01M016A-Samedi-01,32796460-_16PR2-H01M016A-Samedi-01,"OTTAWA via PORTAGE",1,4449871,590439,1
221-1048,_16PR2-H01M016A-Samedi-01,32796461-_16PR2-H01M016A-Samedi-01,"Ottawa / Musée canadien de l'histoire",1,4449847,2210104,0
39-1048,_16PR2-H01M016A-Samedi-01,32796463-_16PR2-H01M016A-Samedi-01,"Freeman via Plateau",0,4449826,390496,1
39-1048,_16PR2-H01M016A-Samedi-01,32796464-_16PR2-H01M016A-Samedi-01,"PLATEAU/OTTAWA via PORTAGE",1,4449826,390503,1
37-1048,_16PR2-H01M016A-Samedi-01,32796465-_16PR2-H01M016A-Samedi-01,"Cegep Gabrielle-Roy via St-Joseph",0,4449887,370315,1
37-1048,_16PR2-H01M016A-Samedi-01,32796466-_16PR2-H01M016A-Samedi-01,"Ottawa via Portage",1,4449826,370322,1
37-1048,_16PR2-H01M016A-Samedi-01,32796467-_16PR2-H01M016A-Samedi-01,"Cegep Gabrielle-Roy via St-Joseph",0,4449841,370315,1
37-1048,_16PR2-H01M016A-Samedi-01,32796468-_16PR2-H01M016A-Samedi-01,"Ottawa via Portage",1,4449858,370322,1
39-1048,_16PR2-H01M016A-Samedi-01,32796470-_16PR2-H01M016A-Samedi-01,"Freeman via Plateau",0,4449883,390496,0
221-1048,_16PR2-H01M016A-Samedi-01,32796471-_16PR2-H01M016A-Samedi-01,"Ottawa / Musée canadien de l'histoire",1,4449883,2210104,0
221-1048,_16PR2-H01M016A-Samedi-01,32796472-_16PR2-H01M016A-Samedi-01,"Casino du Lac-Leamy",0,4449883,2210116,0
39-1048,_16PR2-H01M016A-Samedi-01,32796473-_16PR2-H01M016A-Samedi-01,"PLATEAU/OTTAWA via PORTAGE",1,4449863,390503,1
37-1048,_16PR2-H01M016A-Samedi-01,32796475-_16PR2-H01M016A-Samedi-01,"Cegep Gabrielle-Roy via St-Joseph",0,4449863,370315,1
4-1048,_16PR2-H01M016A-Samedi-01,32796476-_16PR2-H01M016A-Samedi-01,"OTTAWA via TERRASSES CHAUDIÈRE",1,4449821,40119,1
59-1048,_16PR2-H01M016A-Samedi-01,32796477-_16PR2-H01M016A-Samedi-01,"OTTAWA via PORTAGE",1,4449840,590439,1
431-1048,_16PR2-H01M016A-Samedi-01,32796478-_16PR2-H01M016A-Samedi-01,"Cgp GRoy via Riel",0,4449845,4310078,1
37-1048,_16PR2-H01M016A-Samedi-01,32796479-_16PR2-H01M016A-Samedi-01,"Ottawa via Portage",1,4449845,370322,1
39-1048,_16PR2-H01M016A-Samedi-01,32796480-_16PR2-H01M016A-Samedi-01,"Freeman via Plateau",0,4449847,390496,0
51-1048,_16PR2-H01M016A-Samedi-01,32796481-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",1,4449842,510121,1
266-1048,_16PR2-H01M016A-Samedi-01,32796482-_16PR2-H01M016A-Samedi-01,"Station La Gappe via Mont-Luc/Du Barry",1,4449851,2660046,1
264-1048,_16PR2-H01M016A-Samedi-01,32796483-_16PR2-H01M016A-Samedi-01,"Aréna Beaudry via Cannes",0,4449851,2640090,1
266-1048,_16PR2-H01M016A-Samedi-01,32796484-_16PR2-H01M016A-Samedi-01,"Station La Gappe via Mont-Luc/Du Barry",1,4449851,2660046,1
263-1048,_16PR2-H01M016A-Samedi-01,32796485-_16PR2-H01M016A-Samedi-01,"Station La Cité via Promenades",0,4449851,2630049,1
33-1048,_16PR2-H01M016A-Samedi-01,32796486-_16PR2-H01M016A-Samedi-01,"Ottawa via Cgp GRoy",1,4449851,330421,1
431-1048,_16PR2-H01M016A-Samedi-01,32796487-_16PR2-H01M016A-Samedi-01,"Cgp GRoy via Riel",0,4449851,4310078,1
31-1048,_16PR2-H01M016A-Samedi-01,32796488-_16PR2-H01M016A-Samedi-01,"Ottawa via Alexandra",1,4449851,310177,1
33-1048,_16PR2-H01M016A-Samedi-01,32796489-_16PR2-H01M016A-Samedi-01,"Station Cité via GRoy",0,4449851,330453,1
263-1048,_16PR2-H01M016A-Samedi-01,32796490-_16PR2-H01M016A-Samedi-01,"Station La Gappe via Promenades",1,4449851,2630050,1
264-1048,_16PR2-H01M016A-Samedi-01,32796491-_16PR2-H01M016A-Samedi-01,"Aréna Beaudry via Cannes",0,4449851,2640090,1
264-1048,_16PR2-H01M016A-Samedi-01,32796492-_16PR2-H01M016A-Samedi-01,"Aréna Beaudry via Cannes",0,4449851,2640090,1
37-1048,_16PR2-H01M016A-Samedi-01,32796493-_16PR2-H01M016A-Samedi-01,"Cegep Gabrielle-Roy via St-Joseph",0,4449848,370315,1
37-1048,_16PR2-H01M016A-Samedi-01,32796494-_16PR2-H01M016A-Samedi-01,"Ottawa via Portage",1,4449829,370322,1
59-1048,_16PR2-H01M016A-Samedi-01,32796496-_16PR2-H01M016A-Samedi-01,"P-O-B RIVERMEAD",0,4449829,590433,1
52-1048,_16PR2-H01M016A-Samedi-01,32796497-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",0,4449829,520118,1
53-1048,_16PR2-H01M016A-Samedi-01,32796498-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",1,4449829,530073,1
59-1048,_16PR2-H01M016A-Samedi-01,32796499-_16PR2-H01M016A-Samedi-01,"OTTAWA via PORTAGE",1,4449829,590439,1
59-1048,_16PR2-H01M016A-Samedi-01,32796501-_16PR2-H01M016A-Samedi-01,"P-O-B RIVERMEAD",0,4449829,590433,1
51-1048,_16PR2-H01M016A-Samedi-01,32796502-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",0,4449829,510134,1
52-1048,_16PR2-H01M016A-Samedi-01,32796503-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",1,4449829,520106,1
59-1048,_16PR2-H01M016A-Samedi-01,32796504-_16PR2-H01M016A-Samedi-01,"OTTAWA via PORTAGE",1,4449926,590439,0
4-1048,_16PR2-H01M016A-Samedi-01,32796505-_16PR2-H01M016A-Samedi-01,"OTTAWA via TERRASSES CHAUDIÈRE",1,4449827,40119,1
51-1048,_16PR2-H01M016A-Samedi-01,32796506-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",0,4449826,510134,1
37-1048,_16PR2-H01M016A-Samedi-01,32796507-_16PR2-H01M016A-Samedi-01,"Cegep Gabrielle-Roy via St-Joseph",0,4449864,370315,1
37-1048,_16PR2-H01M016A-Samedi-01,32796508-_16PR2-H01M016A-Samedi-01,"Ottawa via Portage",1,4449864,370322,1
59-1048,_16PR2-H01M016A-Samedi-01,32796510-_16PR2-H01M016A-Samedi-01,"P-O-B RIVERMEAD",0,4449864,590433,1
52-1048,_16PR2-H01M016A-Samedi-01,32796511-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",0,4449864,520118,1
51-1048,_16PR2-H01M016A-Samedi-01,32796512-_16PR2-H01M016A-Samedi-01,"Gamelin/Émond",1,4449864,510121,1
257-1048,_16PR2-H01M016A-Samedi-01,32796513-_16PR2-H01M016A-Samedi-01,"STATION LA CITÉ via TERRASSES CHAUDIÈRE",0,4449864,2570120,1
257-1048,_16PR2-H01M016A-Samedi-01,32796514-_16PR2-H01M016A-Samedi-01,"P-O-B RIVERMEAD via TERRASSES CHAUDIÈRE",1,4449886,2570119,1
