DAUID,Population
24810019,475.0,0.7924373724448588,22.0,0.047311827956989246,0.6324555320336759,28.0,0.060215053763440864,6.0,16.0,2.0,11.0,1.0,1.0,5.0,3.0,5.0,0.02510460251046025,0.06779661016949153,0.027777777777777776,0.2391304347826087,0.018518518518518517,0.015151515151515152,0.045454545454545456,0.036585365853658534,0.1111111111111111,245.0,220.0,70.0,35.0,55.0,65.0,115.0,85.0,40.0,239.0,236.0,72.0,46.0,54.0,66.0,110.0,82.0,45.0
24810018,530.0,1.2746614863413364,41.0,0.07809523809523809,0.9185910536302451,37.0,0.07047619047619047,23.0,18.0,10.0,1.0,2.0,1.0,18.0,2.0,3.0,0.08745247148288973,0.06741573033707865,0.11764705882352941,0.034482758620689655,0.029411764705882353,0.007936507936507936,0.13043478260869565,0.03508771929824561,0.1111111111111111,240.0,285.0,95.0,30.0,70.0,125.0,120.0,55.0,30.0,263.0,267.0,85.0,29.0,68.0,126.0,138.0,57.0,27.0
24810017,619.0,0.5815594398802423,20.0,0.032520325203252036,0.49714632810141063,30.0,0.04878048780487805,8.0,12.0,3.0,1.0,4.0,6.0,7.0,4.0,5.0,0.026936026936026935,0.037267080745341616,0.02459016393442623,0.03225806451612903,0.04040404040404041,0.04477611940298507,0.05737704918032787,0.0784313725490196,0.08333333333333333,305.0,310.0,125.0,30.0,95.0,140.0,115.0,55.0,55.0,297.0,322.0,122.0,31.0,99.0,134.0,122.0,51.0,60.0
24810016,384.0,1.4886961463697743,38.0,0.10270270270270271,1.311075481777811,52.0,0.14054054054054055,26.0,12.0,2.0,13.0,8.0,3.0,19.0,2.0,5.0,0.13978494623655913,0.06060606060606061,0.027777777777777776,0.20634920634920634,0.10256410256410256,0.047619047619047616,0.41304347826086957,0.05405405405405406,0.2,160.0,210.0,70.0,50.0,70.0,60.0,65.0,35.0,20.0,186.0,198.0,72.0,63.0,78.0,63.0,46.0,37.0,25.0
24810021,371.0,1.1051395085387787,30.0,0.08,1.14075998059773,48.0,0.128,17.0,13.0,5.0,8.0,15.0,12.0,5.0,1.0,2.0,0.09289617486338798,0.06914893617021277,0.09090909090909091,0.2962962962962963,0.3333333333333333,0.27906976744186046,0.0625,0.014492753623188406,0.038461538461538464,200.0,175.0,50.0,35.0,30.0,55.0,85.0,70.0,50.0,183.0,188.0,55.0,27.0,45.0,43.0,80.0,69.0,52.0
24810020,341.0,0.5884459675419809,14.0,0.041791044776119404,0.9557368025878754,40.0,0.11940298507462686,10.0,4.0,8.0,10.0,7.0,0.0,2.0,8.0,5.0,0.058823529411764705,0.023391812865497075,0.14035087719298245,0.4,0.14583333333333334,0.0,0.029411764705882353,0.21052631578947367,0.25,160.0,175.0,65.0,15.0,55.0,85.0,70.0,30.0,15.0,170.0,171.0,57.0,25.0,48.0,85.0,68.0,38.0,20.0
24810015,516.0,0.5099019513592785,16.0,0.032,0.7874007874011811,38.0,0.076,9.0,7.0,8.0,0.0,3.0,12.0,8.0,5.0,2.0,0.03614457831325301,0.026217228464419477,0.08695652173913043,0.0,0.029411764705882353,0.09836065573770492,0.08602150537634409,0.09090909090909091,0.11764705882352941,240.0,260.0,100.0,35.0,105.0,110.0,85.0,50.0,15.0,249.0,267.0,92.0,35.0,102.0,122.0,93.0,55.0,17.0
24810037,743.0,0.7754455425583954,25.0,0.03289473684210526,1.0469253228282078,69.0,0.09078947368421053,4.0,21.0,7.0,15.0,17.0,11.0,8.0,2.0,9.0,0.010282776349614395,0.059322033898305086,0.061946902654867256,0.25,0.1328125,0.07913669064748201,0.06557377049180328,0.0196078431372549,0.11392405063291139,385.0,375.0,120.0,45.0,145.0,150.0,130.0,100.0,70.0,389.0,354.0,113.0,60.0,128.0,139.0,122.0,102.0,79.0
24810014,325.0,0.4947485415875271,10.0,0.029850746268656716,1.0622420670239077,48.0,0.14328358208955225,1.0,9.0,10.0,6.0,9.0,6.0,10.0,3.0,4.0,0.006097560975609756,0.055900621118012424,0.16666666666666666,0.16666666666666666,0.2903225806451613,0.1016949152542373,0.25,0.0625,0.0784313725490196,165.0,170.0,50.0,30.0,40.0,65.0,50.0,45.0,55.0,164.0,161.0,60.0,36.0,31.0,59.0,40.0,48.0,51.0
24810036,546.0,0.7931525131340814,26.0,0.04727272727272727,0.8759410523960658,42.0,0.07636363636363637,11.0,15.0,12.0,5.0,1.0,1.0,13.0,1.0,9.0,0.041353383458646614,0.05357142857142857,0.11650485436893204,0.14285714285714285,0.013513513513513514,0.008771929824561403,0.12037037037037036,0.015151515151515152,0.1956521739130435,255.0,295.0,115.0,30.0,75.0,115.0,95.0,65.0,55.0,266.0,280.0,103.0,35.0,74.0,114.0,108.0,66.0,46.0
